id,alpha,beta,characteristic_time,emotion_bias,racial_bias,distractor_bias,emotion_amplification_bias,eta,eta_r,tau,X^2,bic
80.0,0.37786405074471907,0.2180732128235832,0.9392568323893615,0.07362012648312835,-0.10537621270285302,0.3787143820590635,-0.3389036961217595,0.12789275097036742,-2.066095365077883,0.4363964571027187,956.8232879243275,8804.46700832353
81.0,0.37985427238778635,0.34207687021013666,0.26283045788954784,-0.24636392653552325,-0.00812599164955391,-0.3782835419394437,0.3111833812206116,0.04989960913548383,-1.9735603393380992,0.44614089590300887,926.6343447976975,8799.54845156448
83.0,0.37857805904489383,0.3734126128963492,0.2829731130001459,-0.1299263379963434,0.01673277647809047,-0.36991594851991794,0.3728221735265711,0.17541721342970015,-1.6769919846388026,0.4398358701714707,621.6804718207154,8626.147138655631
84.0,0.37334881908837175,0.4108411116736577,0.30934201055017385,0.060132569954931284,-0.09097142044113174,-0.2691068119873807,0.21903481891627846,0.4157810613964737,-0.37763549489885784,0.4422460361440421,752.7201114403025,9109.396219024531
85.0,0.37809275277611687,0.03036853752475449,0.3436468178279463,-0.1539361249030301,0.063530863931268,-0.3471900475220764,0.35147119009048927,-0.16671794078402047,-2.739857155042281,0.3898597637290634,1955.9942424571323,10522.05257842164
86.0,0.3799422562062754,0.3466104118952143,0.2511686293147967,-0.08487130534266428,-0.05680650742133152,-0.37960946197234313,0.3725484395314022,0.055836782304190535,-2.5450584679054113,0.42896347098183635,718.7043152029679,8810.067987930905
87.0,0.3780260766938556,0.467936500874917,0.9589973066538537,0.23675579598635155,-0.24536014770080836,0.36631341528365935,-0.3148098557361823,0.21480743676419245,-4.965524470668431,0.4498366886550824,771.6483837895314,8949.235828137329
88.0,0.33571689988339837,0.442615603809303,0.10951349873529398,-0.08117345688423803,0.03229416024091401,-0.20920692051496073,0.06875500120804785,0.09004883507395167,-4.600152431448199,0.4185988225794998,379.2820093902018,8086.888538276227
90.0,0.3790153184629576,0.35486750514487675,0.2827409999937567,-0.0633424843891945,-0.03447240842703449,-0.3776860692222337,0.3597518475159685,0.034045724910455544,-2.4528947218421098,0.4499780992196467,843.91003138064,8646.79060779001
91.0,0.3769532155729065,0.47205808316139036,0.9859108873761779,0.15987411845330732,-0.19529228875824714,0.10908332033032123,-0.10361669078578901,0.4298840354161071,-0.17976094216220373,0.3773806645639113,706.0384395592848,8460.491764305541
92.0,0.35657970731506694,0.29144399635895607,0.8871006696101459,-0.36363829434144374,-0.012101147202350648,0.37587579377405544,-0.13871166581689617,0.08045029342869715,-1.723383711275876,0.44980426560761916,866.5197904101948,8364.624021617754
93.0,0.36899907907019214,0.36106821860083754,0.9959041193673168,-0.3727060353221329,0.0351057340271269,0.3608438787151105,-0.3664669858193428,0.17759282359334705,-2.121058240213036,0.4491690183940802,629.7580658186396,8728.361419401705
94.0,0.36634081304577004,0.07156455504706702,0.2781721737808227,-0.126919381559007,-0.04157456291389551,-0.33569476621364247,0.2916112934616998,-0.25724409192336356,-3.651947624268715,0.4437864493609221,1751.8713070684914,9915.334255822005
95.0,0.3798084001654227,0.3198525871548688,0.7379597049998772,-0.37888569772128394,0.1825387111492895,-0.11428258225272626,-0.005518425102391455,0.43425028386751596,-0.242073203169465,0.40639290156342467,838.45647686084,9360.949721139497
97.0,0.3299515860918099,0.5011830599084931,0.40576583010736345,0.31417838379422836,-0.06456936887045807,-0.2241076870470698,0.12359928263389049,0.42861422392560455,-1.2712594175164065,0.4450579703254809,550.8579541706945,8865.42808313765
98.0,0.3566770540089863,0.6091991935828655,0.6842568978709274,0.15559683951844602,-0.05572383382766654,-0.08865030722375195,0.06438845914430567,0.1552459828462457,-1.6528205370771043,0.4195232550495087,642.4794815994954,7850.350659190334
104.0,0.3747679045420865,0.4374633384949893,0.15083408280402338,0.09262333847502996,-0.07771720680918413,-0.374679044522482,0.25258501486970186,0.2914647429058481,-1.2172172413555395,0.4190742746201277,712.8659886060382,8634.620033157958
105.0,0.3746740611290479,0.4147763701328468,0.9864390439765647,-0.34617875067588333,-0.16149664132881522,0.3708174707371382,-0.02822635727444777,0.3551926823797631,-1.4147662930737144,0.4342129938523381,798.2593254302051,9020.146107828718
107.0,0.26711189322395357,0.3753145587933235,0.16537524799114292,-0.03248638232001846,-0.054362863624941506,-0.3788899207746701,0.33303824744666344,-0.1169566374964326,-3.913931199117597,0.38178649535013465,582.4507567604852,8337.150435815149
108.0,0.32799677252034964,0.4130616916689276,0.42535456730692334,0.11760836738659942,0.2648236281965327,0.27673791181661533,-0.32340548258977286,0.2927129420095971,-1.7225938228022923,0.35958228624215754,391.4165856836198,7934.93509451764
112.0,0.3795198496574276,0.23032786278084788,0.29051481896547815,-0.26072830084973153,0.042501824514685545,-0.3793488535344254,0.33755743449224845,-0.05171581987593059,-2.4090267451354723,0.44840333987610476,1501.427353576886,9608.908394162132
113.0,0.3788956366296228,0.47772199996146747,0.1734192478580051,0.04662058299096987,-0.07364221441566197,-0.2326251331683703,0.1405993384293186,0.28964367763547555,-1.4885919229402353,0.44787177967175695,646.713170897725,8663.609408038103
114.0,0.3304169862492137,0.41296649550252645,0.21580445248411526,-0.05887766624415623,-0.0863943700236034,-0.34162302575502573,0.21636786731356517,0.23540720399007653,-1.4666850097603161,0.4499386562438732,697.7359627287857,8955.939019225729
115.0,0.3762242053123745,0.20916569422969233,0.8907160381088067,-0.3760579165827908,-0.37248868240224686,0.36045127424773904,-0.2052998774381705,0.3757667357415224,-0.6454687721632735,0.4008121918056251,2471.599686399867,10746.076785405372
117.0,0.36925185290484364,0.3743674928923584,0.10038284411528026,0.16144864381953264,0.037546312145589227,-0.3676431658923146,0.3045328545901107,0.3311921522349912,-0.14343933589877483,0.4358005751851053,579.6673441307922,8140.154460387976
118.0,0.3783429444528599,0.39569244236224177,0.8094353283382489,-0.07200684176222973,-0.017642016472705965,0.32312794249513294,-0.1509188283850244,0.39906928781501394,-0.6509306942959137,0.4405702202680509,699.7110671746786,8931.960633122646
120.0,0.3756719198275873,0.41476688327871397,0.19392473101852625,-0.133348176419765,0.010609566464237176,-0.3644156474237753,0.30787143847762866,0.24562284507265125,-1.6590555316411428,0.4456473989715399,844.0440874487306,8896.598372580418
121.0,0.34420361790361403,0.6636986491667765,0.6357211981418596,0.20348009475971446,0.13114750513857046,0.20475604024184263,0.21548403234187566,0.20230410145687863,-2.8263281011364594,0.4413810129559117,834.2151171549366,8463.508712163428
122.0,0.31079796346005223,0.43408049091428563,0.696192604014852,0.1550637748907277,0.14411915947215886,0.27798347632546655,-0.3424429957659038,0.1848012703898234,-3.068586082613607,0.42859448793502486,587.1397750843095,8238.478495948662
123.0,0.35906258641696964,0.47297553849599594,0.6253126065929793,-0.2980003478191232,0.3566501873710717,0.33673052593868225,-0.26176890368497696,0.3018334335924872,-2.1586762773966983,0.41612480182545164,539.5470746342552,8384.0130372416
124.0,0.32280115201404885,0.4475321224844608,0.6106029350271741,0.15879412661302697,0.1406577129354851,0.3706843417046355,-0.18129089704714274,0.2503331599376575,-1.4342891782433327,0.44793156351581265,550.5254431486686,7921.961526773671
125.0,0.37833042928043775,0.4191527462177896,0.867706645929797,0.07542870343446792,-0.04273123853655004,0.3681440167982131,-0.22891076135816163,0.3801898368220271,-1.8504902012055386,0.3898504299377277,549.8039754085754,9057.724808683837
126.0,0.3210157595707812,0.293248878512223,0.9543201883797574,-0.3492298766730543,0.1574413917315166,0.227908679454458,-0.1795019288609129,0.20668334259223853,-2.8783187472307703,0.39070611613242007,550.8951285518834,8451.589368743258
130.0,0.31732253024277346,0.41782151695343345,0.10528998982858734,0.20019242141682025,-0.16694812699040665,-0.3675760323030145,0.11949840980885211,0.24121634167081196,-1.272204460723838,0.4494388105857099,470.94548099300283,8242.89794776424
133.0,0.3516043935552523,0.4831032520902395,0.18581751022389503,-0.15184380045254559,0.05304007266533166,-0.3506337310610465,0.35647703879192105,0.018942483976201574,-2.9638219937368864,0.36788961363375305,516.381534515273,8146.58250388712
134.0,0.3543259103009969,0.37207180743553275,0.9585841542322058,-0.24740370985448218,0.186766966372765,0.19549172429124226,-0.16287084098953886,0.3300272872748842,-0.9234650911359243,0.44779661068450766,408.6070221635438,8523.569345863018
135.0,0.3180634277970862,0.34291461216202357,0.30787793963377574,0.044258686023633226,0.09401805363451034,-0.2152979864597619,0.23262547016358853,0.2069056466775581,-1.9891238289908055,0.4437313750734897,434.79660834798585,8533.466713792905
136.0,0.35938907933859243,0.3046590626787379,0.2722763923765639,-0.13162168237649888,0.3669892800824122,-0.2550413478561282,-0.05778030109923522,0.4353446363226847,-1.1130554321212434,0.2971295977006019,889.1432263216732,9188.240964530303
137.0,0.25008600544300463,0.41938950821958065,0.6563580598658129,-0.34541043458227366,0.16310290263871158,0.33893575477119614,-0.06380625308080093,0.359216843439658,-0.41909639979225954,0.4021871983139298,633.5169292378371,8589.39576379457
138.0,0.3782882675084672,0.42425578280602166,0.4986820880542159,-0.027674707562088834,0.10632906263059655,-0.13793019006805934,-0.23748697232654845,0.00042534698512836306,-4.040567007000081,0.4314905462709344,589.4396215935342,8039.827217551008
139.0,0.3239230518647461,0.44946683044321073,0.5906329246411894,-0.07572402370687352,-0.10153710465180782,0.36896250238525086,-0.3089020318957142,0.4190336282992917,0.23613919189824806,0.4293713584880513,484.6127522445686,8325.786832143598
140.0,0.3777428624375551,0.3030191524115562,0.44812453845544026,-0.3771260793042185,0.2725657318632186,-0.009016714158617808,0.16996465053128676,0.29029423791901143,-0.9413831350889118,0.44961864667913853,686.0408888386323,8649.91564169072
141.0,0.37149714433243197,0.4915215490016367,0.18818082790276391,-0.16742860091182293,0.1770150725226825,-0.2205928485827626,0.20164011309834928,0.41987396411336386,-1.4842579894918129,0.43674586998303755,605.7493593136977,9252.206895670364
142.0,0.19878577731821906,0.34069887044925395,0.7227818275119086,-0.03445749027510892,0.021956924686641878,0.36995235690902367,-0.24461603193622,0.14388341475176455,-1.2563813168124973,0.39071503672614855,544.9321834526334,8114.295486897306
143.0,0.20134153218049514,0.3173819862938108,0.6770421298352789,-0.2701971705424578,-0.04989790670328624,0.0018320346976458879,0.123976372231635,0.2194530742243237,-1.5854241769913529,0.44597464544079146,675.8104128292466,8599.379546945966
144.0,0.2977249116297538,0.4010375813053899,0.8435424815897105,-0.10324068212465091,0.17860144571100373,0.19375730673467104,0.10442630496035299,0.21559711445279284,-4.5550445814629725,0.44411457284924927,722.677015799758,8893.202536806484
145.0,0.17915382125734508,0.33915507648053655,0.8436806225038097,0.09250486652094261,-0.03576452878352243,0.34639922310954735,-0.2661917181811624,0.03537527027601364,-2.6475344951565023,0.4226106997680197,708.9803224077457,8178.386665177736
146.0,0.3717658881833749,0.42046464004129647,0.3005339052937737,-0.08300587174297352,-0.11874845590502145,-0.3440203606088146,0.2487860774982212,0.2765820913786588,-1.2174225682203441,0.4497106528030347,584.3835992919338,8821.273185707629
147.0,0.3755282009682154,0.28350939903790323,0.27152576714530063,-0.024470075210774406,0.024794820923908154,-0.3783112041240443,0.2563737469503259,0.2630533530162243,-1.052899172893016,0.4291003819707523,1181.34633365993,9699.100123852622
148.0,0.3792778463146897,0.3336275729993173,0.2372677974686926,-0.1217621440350567,0.06881297292368646,-0.37945586473466475,0.3578701502628656,0.2176610206896794,-2.208932956695012,0.4394774173181427,823.3974476497224,9607.781234938146
149.0,0.3518389692797179,0.38873710429707503,0.617189219620397,0.00500877461690429,-0.043912289976008136,-0.3274718094726765,0.03927251160496889,0.10927287273553032,-1.7911557210118527,0.4358579205662558,353.02825863504734,7606.449026217192
150.0,0.3267221180130468,0.32479216364678426,0.15971427345360317,0.29140869348389087,-0.11873915147292297,0.058577202503585245,-0.2352976088787426,0.44983298316963305,-0.09004955165110184,0.4141522450179541,687.2964156695762,9114.704305203142
151.0,0.34587613753094726,0.35202886674102596,0.1720805687002502,0.11669346707827796,0.048819141862034586,-0.13350594781397768,0.10408209135236088,0.13523540661126568,-2.40212190980911,0.43419522219269274,472.8999126252657,8330.742501068038
152.0,0.37994555676133723,0.33858931648140494,0.3282047826157161,-0.10789462353761256,0.14374696553158264,-0.37597790366614386,0.06601276368138843,0.3035319115105396,-1.4743401831611629,0.43302295721456385,1521.962893237548,9305.018519555246
153.0,0.24638235468218997,0.5258308644613708,0.5533925699917296,0.024750761607770785,-0.3281451869913746,0.19283572767504023,-0.3202631387188791,0.15819760716357112,-2.0519105236362547,0.40366946758422284,436.84080027407043,7838.07924274769
155.0,0.36435914367463107,0.38784458654033677,0.9224565814621215,-0.29336235046092285,-0.2064495072356607,0.05297895385830448,0.07270626633313466,0.2724165739689455,-3.7424995080301833,0.3733638417424025,619.4738253071284,8818.49987467459
156.0,0.20463707857554242,0.30250140193311825,0.9758473493775146,-0.13903493104262335,0.0983999052325733,0.37349940335211307,-0.3696630457518188,0.12358021362329752,-2.950379232963023,0.44628253111231486,699.4641340131324,8534.937889365227
157.0,0.35998969498587574,0.4443428303933089,0.6505595644609365,-0.15512881600049683,0.317825542539931,0.1842197867963137,0.2921276860364469,0.2518733022781538,-2.8380922007184477,0.4261549030661332,1004.9245933390004,9029.723358636102
159.0,0.378092627476998,0.3964269781727368,0.7746909176672189,-0.2912194214362263,0.21573637649564273,0.37076204632540044,-0.26972391209910496,0.3353948822536519,-0.12638621381720727,0.40866936068305204,625.8451928739564,8218.437025603382
160.0,0.35944982262364944,0.4469020722936709,0.8802690920904812,-0.1714265829513634,0.032572689848956136,0.3794531911263957,-0.25283693847273603,0.33252839239892573,-1.1431858680167166,0.44181807302896403,502.61084628223347,8404.199888585206
161.0,0.378528621344486,0.3161964953576648,0.9754220288665981,-0.2187905804107273,-0.027173137488762565,0.3772990247790692,0.0055848101773267635,0.40234358609937193,-0.8904882076809401,0.3842053394892112,1223.3351770207232,9850.457278099006
164.0,0.3742397135979433,0.28890162872959246,0.2694876681627419,-0.12110574786204215,-0.01668119486541736,-0.37474020425500076,0.3751667291802973,0.09096952006571749,-2.120526711605043,0.3957118155498195,946.8527422746629,9388.491567676001
165.0,0.3793142569082505,0.4456744992273695,0.20371375868201283,-0.027749691392485336,-0.1396131552374304,-0.3720100683630595,0.3680862908726277,0.22212891804384582,-1.6423556517557514,0.44226418890083785,541.8697816112585,8456.419944614821
166.0,0.25745637308689767,0.4033829983620396,0.5777914374450507,-0.09494282727460912,0.1271975642231239,0.3781030553658522,-0.08578451692330283,0.2522230127127516,-3.3986349973168672,0.3761670398294244,732.5573977246711,8681.622127123885
